name,city,state,url,website,buy_link,phone,email,type,notes,source,source_url,prices
Newport Cut and Sew Services,Costa Mesa,CA,https://www.newportcutandsew.com/,https://www.newportcutandsew.com/,https://www.newportcutandsew.com/contact-us,,nas@newportcutandsew.com,cut_and_sew,"50-2,000 units/style; pattern, grading, fit, sampling; Makers Row",web,https://www.newportcutandsew.com/,Contact for quote
Higgins Sewing and Manufacturing,Lineville,AL,https://higgins-sewing-and-manufacturing-inc-al.hub.biz/,,,256-396-2704,,cut_and_sew,"Embroidery, contract sewing, screen print; full cut & sew; 15+ yrs",web,https://app.makersrow.com/,Contact for quote
Jones Sportswear Company,Birmingham,AL,https://jonessportswearonline.com/,https://jonessportswearonline.com/,https://www.jonestshirts.com/pages/contact,205-326-6264,jonessportswear@gmail.com,cut_and_sew,"Family-owned since 1979; screen print, embroidery; custom apparel",web,https://jonessportswearonline.com/,Contact for quote
MFG Merch,Jacksonville,FL,https://mfgmerch.com/,https://mfgmerch.com/,https://mfgmerch.com/contact/,904-677-9505,info@mfgmerch.com,cut_and_sew,"Full-service cut & sew; screen print, embroidery; custom apparel",web,https://mfgmerch.com/,Contact for quote
Sew It All Miami,Miami,FL,https://sewitallmiami.com/,https://sewitallmiami.com/,https://sewitallmiami.com/get-a-quote/,305-339-0085,info@sewitallmiami.com,cut_and_sew,"Embroidery, screen print, DTG; custom apparel",web,https://sewitallmiami.com/,Contact for quote
Made X Hudson,Catskill,NY,https://madexhudson.com/,https://madexhudson.com/,https://madexhudson.com/pages/contact,518-203-3696,shop@madexhudson.com,cut_and_sew,Non-profit factory; cut-and-sew wovens; MOQ 20; 1-2 wk sampling,web,https://www.makersrow.com/,Contact for quote
Apparel Production Inc,New York,NY,https://apparelproductionny.com/,https://apparelproductionny.com/,https://apparelproductionny.com/contact,212-278-8362,teddyapparelprod@aol.com,cut_and_sew,Since 1947; 75 operators; 125 min/style; Garment District,web,https://apparelproductionny.com/,Contact for quote
Carina NY,New York,NY,https://www.carina-ny.com/,https://www.carina-ny.com/,https://www.carina-ny.com/contact,917-302-1894,paula@carina-ny.com,cut_and_sew,"Since 1996; leather, denim, cotton; MOQ 50; Garment District",web,https://www.carina-ny.com/,Contact for quote
Triple Stitch NYC,New York,NY,https://www.triplestitch.nyc/,https://www.triplestitch.nyc/,https://www.triplestitch.nyc/,,,cut_and_sew,"33+ yrs; USA cut & sew; fabric sourcing, pattern, sample; knit & woven",web,https://www.triplestitch.nyc/,Contact for quote
NYC Factory Inc,New York,NY,https://nycfactoryinc.com/,https://nycfactoryinc.com/,https://nycfactoryinc.com/pages/contact,212-302-4673,sales@nycfactoryinc.com,cut_and_sew,"100 min/design; product dev, sampling, production; Garment District",web,https://nycfactoryinc.com/,Contact for quote
Prange Apparel,Nashville,TN,https://www.prangeapparel.com/,https://www.prangeapparel.com/,https://www.prangeapparel.com/,629-246-0885,hello@prangeapparel.com,cut_and_sew,"Since 2013; women's boutique; MOQ 25; 6K sq ft; pattern, cut, sew in-house",web,https://www.prangeapparel.com/,Contact for quote
Nevear,Nashville,TN,https://nevear.com/,https://nevear.com/,https://nevear.com/contact-us/,248-605-5457,,cut_and_sew,"Since 2008; MOQ 100; 2-wk prototype; cut & sew, private label",web,https://nevear.com/,Contact for quote
Borah Teamwear,Coon Valley,WI,https://borahteamwear.com/,https://borahteamwear.com/,https://borahteamwear.com/get-started/,800-354-2825,,cut_and_sew,"Since 1997; cycling, skiing, triathlon; handcrafted WI; lifetime warranty",web,https://borahteamwear.com/,Contact for quote
Clothier Design Source,St Paul,MN,https://www.clothierdesignsource.com/,https://www.clothierdesignsource.com/,https://www.clothierdesignsource.com/contact-us,651-225-8025,,cut_and_sew,"Since 2006; 35+ workers; athletic, medical, children's; in-house",web,https://www.clothierdesignsource.com/,Contact for quote
K1 Sportswear,Cloquet,MN,https://www.k1sportswear.com/,https://www.k1sportswear.com/,https://www.k1sportswear.com/,800-345-0028,sales@k1sportswear.com,cut_and_sew,"Since 1987; hockey, baseball, lacrosse; jerseys, socks",web,https://www.k1sportswear.com/,Contact for quote
Fourbital Factory,Burlington,VT,https://www.fourbitalfactory.com/,https://www.fourbitalfactory.com/,https://www.fourbitalfactory.com/contact-us,802-622-1572,info@fourbitalfactory.com,cut_and_sew,USA beanies; low MOQ; Burlington; sustainable,web,https://www.fourbitalfactory.com/,Contact for quote
Vermont Flannel,,VT,https://www.vermontflannel.com/,https://www.vermontflannel.com/,https://www.vermontflannel.com/pages/wholesale-program,,wholesale@vermontflannel.com,cut_and_sew,"Since 1991; handcrafted flannel; shirts, pants, pullovers; wholesale",web,https://www.vermontflannel.com/,Contact for quote
Whalerknits,Fall River,MA,https://whalerknits.com/,https://whalerknits.com/,https://whalerknits.com/,508-916-6440,,cut_and_sew,"Since 1975; 100% cotton sweaters, hats, blankets; USA-made",web,https://whalerknits.com/,Contact for quote
Commonwealth,Burlington,VT,https://wearcommonwealth.com/,https://wearcommonwealth.com/,https://wearcommonwealth.com/,,,cut_and_sew,"100% organic cotton hoodies, tees; wool pennants; fan apparel; USA-made",web,https://wearcommonwealth.com/,Contact for quote
SEAM (Sewing Experts Assembly Manufacturing),Cleveland,OH,https://seamsewing.com/,https://seamsewing.com/,https://seamsewing.com/,,,cut_and_sew,"Since 2017; industrial cut & sew; pattern, prototype, small batch; 30+ yrs exp",web,https://seamsewing.com/,Contact for quote
Cleveland Cut and Sew,Cleveland,OH,https://clevelandcutandsew.com/,https://clevelandcutandsew.com/,https://clevelandcutandsew.com/contact/,216-314-1314,clevelandcutandsew@gmail.com,cut_and_sew,Cut & sew manufacturing; Cleveland,web,https://clevelandcutandsew.com/,Contact for quote
The Sullivan Company,Westerville,OH,https://www.wearbrandmatters.com/,https://www.wearbrandmatters.com/,https://wearbrandmatters.com/contact/,614-898-9971,,cut_and_sew,"Since 1981; screen print, embroidery, DTG; corporate, restaurant uniforms",web,https://www.wearbrandmatters.com/,Contact for quote
Michigan Apparel Manufacturer,,MI,https://michiganapparelmanufacturer.com/,https://michiganapparelmanufacturer.com/,https://michiganapparelmanufacturer.com/,,,cut_and_sew,"Small batch; tech pack to production; pattern, sampling, grading",web,https://michiganapparelmanufacturer.com/,Contact for quote
Michigan Fashion Proto,Lansing,MI,https://www.fashionproto.com/,https://www.fashionproto.com/,https://www.fashionproto.com/hire-us,517-367-7066,info@fashionproto.com,cut_and_sew,"MOQ 25; design, pattern, sample, production; 500+ via partners",web,https://www.fashionproto.com/,Contact for quote
ISAIC (Industrial Sewing and Innovation Center),Detroit,MI,https://www.isaic.org/,https://www.isaic.org/,https://www.isaic.org/advanced-manufacturing-solutions,,manufacturing@isaic.org,cut_and_sew,Nonprofit; sustainable apparel; workforce dev; Carhartt Bldg; contract mfg,web,https://www.isaic.org/,Contact for quote
Detroit Apparel Manufacturing,Detroit,MI,https://app.makersrow.com/detroit-apparel-mfg,https://app.makersrow.com/detroit-apparel-mfg,https://app.makersrow.com/detroit-apparel-mfg,,,cut_and_sew,"Small batch; pattern, sample, screen print, embroidery; Makers Row",web,https://app.makersrow.com/,Contact for quote
GIL Sewing Corp,Chicago,IL,https://gilsewing.com/,https://gilsewing.com/,https://gilsewing.com/,773-545-0990,admin@gilsewing.com,cut_and_sew,"Since 1993; women-owned; uniforms, tailored, technical; full package",web,https://gilsewing.com/,Contact for quote
Sonoran Stitch Factory,Tucson,AZ,https://www.sonoranstitch.com/,https://www.sonoranstitch.com/,https://www.sonoranstitch.com/contact-1,520-338-9738,sonoranstitch@gmail.com,cut_and_sew,"50-4K units/mo; design, pattern, prototype, sourcing; outdoor, activewear",web,https://www.sonoranstitch.com/,Contact for quote
Arena Sewing,Phoenix,AZ,https://sewing.arena.com/,https://sewing.arena.com/,https://sewing.arena.com/,855-462-7362,,cut_and_sew,"40+ yrs; tactical, military, medical, industrial; contract cut & sew",web,https://sewing.arena.com/,Contact for quote
Freeride Systems,Leadville,CO,https://www.freeridesystems.com/,https://www.freeridesystems.com/,https://www.freeridesystems.com/contact,719-966-7149,,cut_and_sew,"Since 2010; technical outerwear; fleece, ski; made in CO",web,https://www.freeridesystems.com/,Contact for quote
Corbeaux Clothing,Aspen,CO,https://corbeauxclothing.com/,https://corbeauxclothing.com/,https://corbeauxclothing.com/pages/contact-corbeaux,,info@corbeauxclothing.com,cut_and_sew,"Base layers, adventure apparel; USA-made MN & CO; recycled",web,https://corbeauxclothing.com/,Contact for quote
Colorado Threads,Lakewood,CO,https://coloradothreads.com/,https://coloradothreads.com/,https://coloradothreads.com/pages/contact,,hello@coloradothreads.com,cut_and_sew,"Athletic, outdoor; yoga, tanks, tees, hoodies; USA-made; wholesale",web,https://coloradothreads.com/,Contact for quote
NWT3K,Seattle,WA,https://nwt3k.com/,https://nwt3k.com/,https://nwt3k.com/,,,cut_and_sew,"Ski, snowboard, mountain bike; hand-built Seattle; 2 facilities",web,https://nwt3k.com/,Contact for quote
Coville,Winston-Salem,NC,https://www.covilleinc.com/,https://www.covilleinc.com/,https://www.covilleinc.com/Contact-Coville.html,336-759-0115,info@covilleinc.com,cut_and_sew,"Since 1966; knit fabrics; cut & sew, CMT; full package",web,https://www.covilleinc.com/,Contact for quote
Opportunity Threads,Morganton,NC,https://www.opportunitythreads.com/,https://www.opportunitythreads.com/,https://www.opportunitythreads.com/contact,,,cut_and_sew,"Worker-owned; t-shirts, apparel, pillows, bags; sustainable",web,https://www.opportunitythreads.com/,Contact for quote
North Carolina Sewn,Morganton,NC,https://northcarolinasewn.com/,https://northcarolinasewn.com/,https://northcarolinasewn.com/,828-584-8000,northcarolinasewn@gmail.com,cut_and_sew,"Since 2015; sports uniforms, polos, yoga, medical; 150+ yrs combined exp",web,https://www.manufacturednc.com/,Contact for quote
Integrated Textile Solutions (ITS),Salem,VA,https://www.intextile.com/,https://www.intextile.com/,https://www.intextile.com/contact-us/,540-389-8113,info@intextile.com,cut_and_sew,"Since 1936; Berry-compliant; tactical, military, industrial; DOD",web,https://www.intextile.com/,Contact for quote
American Roots,Westbrook,ME,https://americanrootswear.com/,https://americanrootswear.com/,https://americanrootswear.com/pages/contact-us,207-854-4098,info@americanrootswear.com,cut_and_sew,"10 yrs; 100% USA materials; union-made; hoodies, apparel",web,https://americanrootswear.com/,Contact for quote
ORIGIN,Farmington,ME,https://originusa.com/,https://originusa.com/,https://originusa.com/pages/contact-us,207-860-2626,,cut_and_sew,"Since 2011; workwear, jeans, hoodies, boots; USA-made; Franklin County",web,https://originusa.com/,Contact for quote
Sew Valley,Cincinnati,OH,https://sewvalley.org/,https://sewvalley.org/,https://sewvalley.org/production-services-form,,,cut_and_sew,"Nonprofit; sample dev, small batch 10-100; pattern, prototype; 4-6 wk",CFDA,https://cfda.com/resources/supply-chain-manufacturing/production-directory,Contact for quote
Rightfully Sewn,Kansas City,MO,https://rightfullysewn.org/,https://rightfullysewn.org/,https://rightfullysewn.org/production,816-492-6009,info@rightfullysewn.org,cut_and_sew,Nonprofit; 100-400 or 1000+ units; Navy contract; workforce dev,CFDA,https://cfda.com/resources/supply-chain-manufacturing/production-directory,Contact for quote
Western Carolina Sewing Company (Sew Co),Asheville,NC,https://www.wcsewco.com/,https://www.wcsewco.com/,https://www.wcsewco.com/new-client-application,,hello@wcsewco.com,cut_and_sew,"River Arts District; design studio, urban sewing factory; contract mfg",CFDA,https://cfda.com/resources/supply-chain-manufacturing/production-directory,Contact for quote
Stitch Texas,Austin,TX,https://www.stitchtexas.com/,https://www.stitchtexas.com/,https://www.stitchtexas.com/,512-291-8234,hello@stitchtexas.com,cut_and_sew,"Since 2014; female-owned; pattern, sample, production; domestic & overseas",CFDA,https://cfda.com/resources/supply-chain-manufacturing/production-directory,Contact for quote
The Factory Buffalo,Buffalo,NY,https://thefactorybuffalo.com/,https://thefactorybuffalo.com/,https://thefactorybuffalo.com/contact,716-348-2362,hello@thefactorybuffalo.com,cut_and_sew,"Design, develop, manufacture; cut & sew; contract sewing",CFDA,https://cfda.com/resources/supply-chain-manufacturing/production-directory,Contact for quote
Brilliant You Denim,Greensboro,NC,https://brilliantyoudenim.com/,https://brilliantyoudenim.com/,https://brilliantyoudenim.com/visit-our-facility/,336-343-5535,customercare@brilliantyoudenim.com,cut_and_sew,"Premium jeans; design, manufacture, distribute; shelf ready & custom",ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
Ferrara Manufacturing,Queens,NY,https://ferrara-manufacturing.com/,https://ferrara-manufacturing.com/,https://ferrara-manufacturing.com/,212-643-9292,info@ferraramfg.com,cut_and_sew,"Since 1987; 200+ min; activewear, dresses, denim, tailored; full service",CFDA,https://cfda.com/resources/supply-chain-manufacturing/production-directory,Contact for quote
American Technical Solutions (ATSI),Walkertown,NC,https://www.atsi-online.com/,https://www.atsi-online.com/,https://www.atsi-online.com/contactus.htm,336-595-2763,sales@atsi-online.com,cut_and_sew,"Cut, sew, structure bonding; aviation, automotive, retail; ballistic, pet",ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
Indie Source,Los Angeles,CA,https://indiesource.com/,https://indiesource.com/,https://indiesource.com/,424-200-2027,info@indiesource.com,cut_and_sew,"Since 2011; 200-20K units; design, dev, mfg; downtown LA",CFDA,https://cfda.com/resources/supply-chain-manufacturing/production-directory,Contact for quote
Diamond Apparel,Advance,NC,https://www.diamondgolfshirts.com/,https://www.diamondgolfshirts.com/,https://www.diamondgolfshirts.com/contact-us,,,cut_and_sew,"20 yrs; mock turtlenecks, golf shirts; 100% USA-made NC",ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
Excelsior Sewing LLC,Fletcher,NC,https://excelsiorsewing.business.site/,https://excelsiorsewing.business.site/,,828-398-8056,russ@excelsiorsewing.com,cut_and_sew,"Since 2012; outdoor; tents, tarps, rain gear, hiking; small runs",ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
Fuller Specialty Co,Burlington,NC,https://claycreek.com/,https://claycreek.com/,https://claycreek.com/,336-226-5167,,cut_and_sew,"Since 1944; mesh bags, aprons, duffles, jerseys; screen print",ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
Grace Apparel Company,Asheville,NC,https://www.graceapparel.co/,https://www.graceapparel.co/,https://www.graceapparel.co/create,828-242-8172,info@graceapparel.co,cut_and_sew,"Veteran-owned; custom apparel; screen print, embroidery, DTG",ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
Firefly Studio,Clyde,NC,https://fireflysewing.com/,https://fireflysewing.com/,https://fireflysewing.com/contact,828-593-1075,fireflysewing@icloud.com,cut_and_sew,"Small run contract sewing; knit & woven; prototype, sample",ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
Hawk Distributors Inc,Sanford,NC,https://www.hawkdistributors.com/,https://www.hawkdistributors.com/,https://www.hawkdistributors.com/contact-us/,888-334-1307,sales@hawkdistributors.com,cut_and_sew,"Veteran-owned; hoodies, military gear; short runs; gov contractors",ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
Granite Knitwear (Cal Cru),Granite Quarry,NC,https://www.calcru.com/,https://www.calcru.com/,https://www.calcru.com/,704-279-5526,info@calcru.com,cut_and_sew,"Since 1968; t-shirts, henleys, sweats; knit garments",ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
Industries of the Blind,Greensboro,NC,https://industriesoftheblind.com/,https://industriesoftheblind.com/,https://industriesoftheblind.com/,336-544-3700,,cut_and_sew,Nonprofit; employs blind/visually impaired; Army/Navy apparel,ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
Mt. Gilead Cut & Sew,Mt. Gilead,NC,,,,,,cut_and_sew,"Small plant; clothing, mask, bags; small & large orders",ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
Domestic Fabrics and Blankets Corp,Kinston,NC,https://www.domesticfabrics.com/,https://www.domesticfabrics.com/,https://www.domesticfabrics.com/contact-us.html,252-523-7948,info@domesticfabrics.com,cut_and_sew,"Healthcare linens, blankets; cut & sew; USA military",ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
Mack and Mack Inc,Greensboro,NC,,,,,,cut_and_sew,"Design, cut, sew; better women's wear",ManufacturedNC,https://www.manufacturednc.com/,Contact for quote
