name,city,state,url,website,buy_link,phone,email,type,notes,source,source_url,prices
A & M Quality Dye House and Wash,Los Angeles,CA,,,https://cottonworks.com/sourcing/find-us-suppliers/,(323) 267-1377,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Almore Dye House,North Hollywood,CA,https://almoredyehouse.com,https://almoredyehouse.com,https://almoredyehouse.com,(818) 506-5444,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Antex,Los Angeles,CA,https://antex.com,https://antex.com,https://antex.com,(917) 446-4577,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Azteca Dye & Laundry,Compton,CA,https://aztecadyelaundry.com,https://aztecadyelaundry.com,https://aztecadyelaundry.com,(310) 884-9083,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Blueprint Denim Washhouse,Jersey City,NJ,https://bpdwashhouse.com,https://bpdwashhouse.com,https://bpdwashhouse.com,(201) 656-6300,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Botanical Colors,Seattle,WA,https://botanicalcolors.com,https://botanicalcolors.com,https://botanicalcolors.com,(206) 518-7073,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Caitac Garment Processing Inc.,Gardena,CA,https://caitacgarment.com,https://caitacgarment.com,https://caitacgarment.com,(310) 217-9888,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Caledonian Dye Works,Philadelphia,PA,https://caldye.com,https://caldye.com,https://caldye.com,(215) 739-2322,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Care-Tex Industries Dye House,South Gate,CA,,,https://cottonworks.com/sourcing/find-us-suppliers/,(323) 567-5200,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Carolina Cotton Works, Inc.",Gaffney,SC,https://carolinacotton.com,https://carolinacotton.com,https://carolinacotton.com,(864) 488-2824,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Color Fusion, Inc.",Jacksonville,FL,https://colorfusionprinting.com,https://colorfusionprinting.com,https://colorfusionprinting.com,(904) 994-9040,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Colortone, Inc. & Tie Dye USA",Plantation,FL,https://tiedyeusa.com,https://tiedyeusa.com,https://tiedyeusa.com,,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Creative Dyeing and Finishing,Albemarle,NC,https://creative-dyeing.com,https://creative-dyeing.com,https://creative-dyeing.com,(704) 983-5555,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Dyehaus Buyers Trading and Design Group,Tulsa,OK,https://dyehaus.com,https://dyehaus.com,https://dyehaus.com,,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Eagle Fabrics,Carson,CA,https://eaglefabrics.com,https://eaglefabrics.com,https://eaglefabrics.com,(310) 886-7700,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Eller Finishing,Hickory,NC,https://ellerfinishing.wixsite.com,https://ellerfinishing.wixsite.com,https://ellerfinishing.wixsite.com,(828) 328-3322,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
F&F Knitting,Vernon,CA,https://ffknitting.com,https://ffknitting.com,https://ffknitting.com,(323) 263-3700,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Meridian Specialty Yarns Group,Valdese,NC,https://msyg.com,https://msyg.com,https://msyg.com,(828) 874-2151,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Metro Dyeing LLC,Passaic,NJ,https://metrodyeing.com,https://metrodyeing.com,https://metrodyeing.com,(212) 391-1001,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Not Just Lace Dyeing & Finishing,Brooklyn,NY,https://notjustlace.com,https://notjustlace.com,https://notjustlace.com,(718) 694-2474,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Pro Wash,Los Angeles,CA,,,https://cottonworks.com/sourcing/find-us-suppliers/,(323) 756-6000,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Safer Textiles Inc.,Newark,NJ,https://safertextiles.com,https://safertextiles.com,https://safertextiles.com,(973) 482-6400,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Spartan Dyers,Belmont,NC,https://spartandyers.com,https://spartandyers.com,https://spartandyers.com,(704) 829-0467,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
South Fork Dyeing & Finishing,Maiden,NC,https://southforkind.com,https://southforkind.com,https://southforkind.com,(828) 428-9921,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
SSM Industries,Spring City,TN,https://ssmind.com,https://ssmind.com,https://ssmind.com,(423) 365-4048,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Swisstex California, Inc.",Los Angeles,CA,https://swisstex-ca.com,https://swisstex-ca.com,https://swisstex-ca.com,(310) 516-6800,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Synergy Dyeing & Finishing,Statesville,NC,https://synergydfc.com,https://synergydfc.com,https://synergydfc.com,(704) 878-6645,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Tintoria Piana, USA",Cartersville,GA,https://tintoriapiana.com,https://tintoriapiana.com,https://tintoriapiana.com,(770) 382-1395,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
TS Designs,Burlington,NC,https://tsdesigns.com,https://tsdesigns.com,https://tsdesigns.com,(336) 229-6426,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Ultimate Textile, Inc.",Rutherfordton,NC,,,https://cottonworks.com/sourcing/find-us-suppliers/,(828) 286-8880,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
U.S. Garment LLC,Vernon,CA,https://socalgarment.com,https://socalgarment.com,https://socalgarment.com,(323) 300-5717,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Universal Garment Wash & Dye, LLC",North Hollywood,CA,https://universaldyehouse.com,https://universaldyehouse.com,https://universaldyehouse.com,(818) 761-7373,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Wolfe Dye & Bleach Works, Inc.",Shoemakersville,PA,https://wolfedyeandbleachworks.com,https://wolfedyeandbleachworks.com,https://wolfedyeandbleachworks.com,(484) 214-4939,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
American Custom Finishing,Hickory,NC,,,https://cottonworks.com/sourcing/find-us-suppliers/,(828) 261-4790,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Graniteville Specialty Fabrics,Graniteville,SC,https://graniteville.net,https://graniteville.net,https://graniteville.net,(803) 663-2646,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Harodite Industries, Inc.",Taunton,MA,https://harodite.com,https://harodite.com,https://harodite.com,(508) 824-6961,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
KT Corporation,Waterbury,CT,https://fusionfiltration.com,https://fusionfiltration.com,https://fusionfiltration.com,(214) 952-8123,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Perfection Fabrics,Hickory,NC,https://perfectionfabrics.wixsite.com,https://perfectionfabrics.wixsite.com,https://perfectionfabrics.wixsite.com,(828) 328-3322,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Royal Carolina Corporation,Greensboro,NC,https://royalcarolina.com,https://royalcarolina.com,https://royalcarolina.com,(336) 292-8845,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Rubberlite, Inc.",Huntington,WV,https://rubberlite.com,https://rubberlite.com,https://rubberlite.com,(304) 525-3116,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Swisstex California,Los Angeles,CA,https://swisstex-ca.com,https://swisstex-ca.com,https://swisstex-ca.com,(310) 516-6800,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Unifour Finishers, Inc.",Hickory,NC,,,https://cottonworks.com/sourcing/find-us-suppliers/,(828) 322-8878,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Wolfe Dye & Bleach Works,Shoemakersville,PA,https://wolfedyeandbleachworks.com,https://wolfedyeandbleachworks.com,https://wolfedyeandbleachworks.com,(484) 214-4939,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Wade Manufacturing,Wadesboro,NC,,,https://cottonworks.com/sourcing/find-us-suppliers/,(704) 694-2131,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Alandale Knitting Co., Inc.",Troy,NC,https://alandaleknitting.com,https://alandaleknitting.com,https://alandaleknitting.com,(910) 572-1371,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Antex Mills / Matchmaster Fabrics,Los Angeles,CA,https://antexknitting.com,https://antexknitting.com,https://antexknitting.com,(323) 232-2061,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Atlas Knitting/PFD Textiles,Los Angeles,CA,,,https://cottonworks.com/sourcing/find-us-suppliers/,(323) 526-3570,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Beverly Knits,Gastonia,NC,https://beverlyknits.com,https://beverlyknits.com,https://beverlyknits.com,(704) 861-1536,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Clover Knits,Clover,SC,https://cloverknits.com,https://cloverknits.com,https://cloverknits.com,(803) 222-3021,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Contempora Fabrics,Lumberton,NC,https://contemporafabrics.com,https://contemporafabrics.com,https://contemporafabrics.com,(910) 738-7131,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Cotswold Industries,New York,NY,https://cotswoldindustries.com,https://cotswoldindustries.com,https://cotswoldindustries.com,(212) 689-3432,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Crawford Knitting Co., Inc.",Ramseur,NC,https://crawfordknitting.com,https://crawfordknitting.com,https://crawfordknitting.com,(336) 824-1065,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Delta Apparel, Inc.",Duluth,GA,https://deltaapparel.com,https://deltaapparel.com,https://deltaapparel.com,(800) 285-4456,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Design Knit,Los Angeles,CA,https://designknit.com,https://designknit.com,https://designknit.com,(213) 742-1234,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Dignity Apparel,New Tazewell,TN,https://dignityapparel.com,https://dignityapparel.com,https://dignityapparel.com,(423) 626-8000,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Domestic Fabrics & Blankets Corporation,Kinston,NC,https://domesticfabrics.com,https://domesticfabrics.com,https://domesticfabrics.com,(252) 523-7948,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Fleck Knitwear Company,Plainfield,NJ,,,https://cottonworks.com/sourcing/find-us-suppliers/,(908) 754-8888,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Heritage Knitting,Statesville,NC,https://heritageknitting.com,https://heritageknitting.com,https://heritageknitting.com,(704) 872-7653,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"King Charles Industries, LLC.",Candor,NC,https://russknits.com,https://russknits.com,https://russknits.com,(910) 974-4114,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Laguna Fabrics,Los Angeles,CA,https://lagunafabrics.com,https://lagunafabrics.com,https://lagunafabrics.com,(213) 622-9904,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
LuRay Textiles Inc.,North Wilkesboro,NC,https://luraytextiles.com,https://luraytextiles.com,https://luraytextiles.com,(336) 670-3725,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Pacific Coast Knitting, Inc.",Huntington Park,CA,https://pacificcoastknitting.com,https://pacificcoastknitting.com,https://pacificcoastknitting.com,(323) 584-6888,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
SAS Textiles,Vernon,CA,https://sastextile.com,https://sastextile.com,https://sastextile.com,(323) 277-5555,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Swisstex Direct, LLC.",Los Angeles,CA,https://swisstexdirect.com,https://swisstexdirect.com,https://swisstexdirect.com,(310) 807-4420,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Shima Seiki USA,Monroe Township,NJ,https://shimaseikiusa.com,https://shimaseikiusa.com,https://shimaseikiusa.com,(609) 655-4788,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Style Knits,Commerce,CA,,,https://cottonworks.com/sourcing/find-us-suppliers/,(323) 890-9080,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Texollini,Long Beach,CA,https://texollini.com,https://texollini.com,https://texollini.com,(310) 537-3400,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Custom Screens, Inc.",Madison,NC,,,https://cottonworks.com/sourcing/find-us-suppliers/,(336) 427-0265,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"Hampton Textile Printing, Inc.",Johnson City,TN,https://hamptonprints.com,https://hamptonprints.com,https://hamptonprints.com,(423) 928-7247,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Rothtec Engraving Corporation,New Bedford,MA,https://rothtec.com,https://rothtec.com,https://rothtec.com,(508) 995-4601,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Adaptive Textiles,West Chester,PA,https://adaptivetextiles.com,https://adaptivetextiles.com,https://adaptivetextiles.com,(610) 918-9889,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Big Printing T -Shirt Company,San Leandro,CA,https://bigprintingonline.com,https://bigprintingonline.com,https://bigprintingonline.com,(510) 638-2782,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Fabric on Demand,Chester,SC,https://fabricondemand.com,https://fabricondemand.com,https://fabricondemand.com,(877) 378-0776,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Fantasy Designs,Rancho Santa Margarita,CA,https://fantasydesigns.net,https://fantasydesigns.net,https://fantasydesigns.net,(949) 635-9591,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Red Canary Fabric Print Studio,Greensboro,NC,https://redcanarystudio.com,https://redcanarystudio.com,https://redcanarystudio.com,(336) 549-2211,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Spoonflower,Durham,NC,https://spoonflower.com,https://spoonflower.com,https://spoonflower.com,(919) 886-7885,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
The Textile District,Charlotte,NC,https://thetextiledistrict.com,https://thetextiledistrict.com,https://thetextiledistrict.com,(704) 814-0712,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Buhler Quality Yarns,Jefferson,GA,https://buhleryarn.com,https://buhleryarn.com,https://buhleryarn.com,(706) 367-9834,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Cap Yarns LLC,Clover,SC,https://capyarns.com,https://capyarns.com,https://capyarns.com,(803) 222-8856,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Coats Patrick Yarn Mills,Kings Mountain,NC,https://coats.com,https://coats.com,https://coats.com,(704) 739-4119,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Cotswold Industries/Central Textiles,New York,NY,https://cotswoldindustries.com,https://cotswoldindustries.com,https://cotswoldindustries.com,(212) 689-3432,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Frontier Yarns,Sanford,NC,https://gildanyarns.com,https://gildanyarns.com,https://gildanyarns.com,(919) 776-9940,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Greenwood Mills,Greenwood,SC,https://greenwoodmills.com,https://greenwoodmills.com,https://greenwoodmills.com,,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Hill Spinning,Thomasville,NC,https://hillspinning.com,https://hillspinning.com,https://hillspinning.com,(336) 472-7508,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Keer Group,Indian Land,SC,https://keeramerica.com,https://keeramerica.com,https://keeramerica.com,(803) 835-1100,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Parkdale Mills,Gastonia,NC,https://parkdalemills.com,https://parkdalemills.com,https://parkdalemills.com,(800) 331-1843,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Shuford Yarns,Hickory,NC,https://shufordyarns.com,https://shufordyarns.com,https://shufordyarns.com,(828) 324-4265,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
"SpunLab, a Division of Parkdale",Gastonia,NC,https://spunlab.com,https://spunlab.com,https://spunlab.com,(800) 374-6754,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
1888 Mills,Griffin,GA,https://1888mills.com,https://1888mills.com,https://1888mills.com,(800) 346-3660,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
American Merchant,Bristol,VA,https://americanmerchantusa.com,https://americanmerchantusa.com,https://americanmerchantusa.com,(276) 285-3705,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Cone Denim,Greensboro,NC,https://conedenim.com,https://conedenim.com,https://conedenim.com,(336) 379-6165,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Cotswold Industries / Central Textiles,New York,NY,https://ctextiles.com,https://ctextiles.com,https://ctextiles.com,,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
DNA Technical Fabrics,Columbus,GA,https://dnatechfab.com,https://dnatechfab.com,https://dnatechfab.com,(706) 565-3336,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Family Heir-Loom Weavers,Red Lion,PA,https://familyheirloomweavers.com,https://familyheirloomweavers.com,https://familyheirloomweavers.com,(717) 246-2431,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Fancy Terry,Inman,SC,https://fancyterry.com,https://fancyterry.com,https://fancyterry.com,(864) 472-7965,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Hamrick Mills,Gaffney,SC,https://hamrickmills.com,https://hamrickmills.com,https://hamrickmills.com,,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
HomeTex Incorporated,Cullman,AL,https://homtex.com,https://homtex.com,https://homtex.com,(256) 734-3937,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Huston Textiles Co.,Mather,CA,https://hustontextile.com,https://hustontextile.com,https://hustontextile.com,(916) 546-5001,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
Inman Mills,Inman,SC,https://inmanmills.com,https://inmanmills.com,https://inmanmills.com,(864) 472-2121,,us_supplier,CottonWorks U.S. Supplier List,CottonWorks,https://cottonworks.com/sourcing/find-us-suppliers/,Contact for quote
